target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)OC(C)(C)[C@H]1<-N(=C(c2ccccc2)SC1)[Ir+]3,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)OC(C)(C)[C@H]1<-N(=C(c2ccccc2)SC1)[Ir+]3,c1ccc(C2=N3->[C@@H](CO2)C(c2ccccc2)(c2ccccc2)Op2(->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o2)[Ir+]3)cc1,CC(C)(C)c1<-n2c(sc1)[C@H]1[C@@H]3CC[C@@H](C3)N1P(c1ccccc1)(->c1ccccc1)[Ir+]2,CC(C)(C)c1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C(C)(C)C)cc4c2c1)OC[C@H]1CCCc2sc(-c4ccccc4)n(->c21)[Ir+]3,CC1(C)Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,1,-2.628835678100586,-0.032058972865343094,82
CC(C)(C)P12->[C@H](c3ccc4ccccc4c3-c3c(ccc4ccccc34)C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccc4ccccc4c3-c3c1ccc1ccccc31)[Ni+2]2,c1ccc(P2([Rh+]P3(c4ccccc4)->Cc4ccc5ccccc5c4-c4c(ccc5ccccc45)C3)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)cc1,COC[C@@H]1Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]P(c2ccccc2)(->c2ccccc2)[C@@H]1c1ccccc1,CC(C)P1([Rh+]P2(C(C)C)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)->Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Ni+2]2,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Ni+2]P1(C1CCCCC1)->C1CCCCC1,0,-0.970666766166687,-0.010666667483747005,91
C[C@H](C1=C[C@H]([Fe]C2C=CC=C2)C=C1)N(C)p1([Rh+]p2(N(C)[C@H](C)C3=C[C@H]([Fe]C4C=CC=C4)C=C3)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,CCN(CC)p1([Rh+]p2(N(CC)CC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,COc1ccccc1P1([Rh+]P2(c3ccccc3OC)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)->Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,CC(C)P1([Rh+]P2(C(C)C)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)->Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,0,-5.5241899490356445,-0.04032255336642265,137
CC[C@@H](C)[C@@H]1<-N2=C(OC1)C1=CCC[C@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,CC[C@H](C)[C@H]1<-N2=C(OC1)C1=CCC[C@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,CC[C@@H](C)[C@@H]1<-N2=C(OC1)C1=CCC[C@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,C1=C2C3=N(->[C@@H](Cc4ccccc4)CO3)[Ir+]P(c3ccccc3)(->c3ccccc3)C3=CCC[C@@]23CC1,C1=C2C3=N(->[C@H](Cc4ccccc4)CO3)[Ir+]P(c3ccccc3)(->c3ccccc3)C3=CCC[C@@]23CC1,C1=C2C3=N(->[C@H](c4ccccc4)CO3)[Ir+]P(c3ccccc3)(->c3ccccc3)C3=CCC[C@@]23CC1,2,-1.4300676584243774,-0.023065607994794846,62
CC(C)(C)Oc1ccccc1P1(->c2ccccc2)CCP(c2ccccc2)(->c2ccccc2OC(C)(C)C)[Rh+]1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)P1([Rh+]P2(N(C)C)->Oc3cccc4c3C3(CCc5cccc(c53)O2)CC4)->Oc2cccc3c2C2(CCc4cccc(c42)O1)CC3,CCN(CC)p1([Rh+]p2(N(CC)CC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CC(C)(C)P1(->C(C)(C)C)CP(C)(->C(C)(C)C)[Rh+]1,CC(C)(C)P1(->C(C)(C)C)NP(C)(->C(C)(C)C)[Rh+]1,0,-4.716710567474365,-0.08422697335481644,56
CC(C)(C)P12->[C@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,CC[C@@H](Oc1cccc2c1P1(C(C)(C)C)->[C@@H](O2)[C@H]2<-P(C(C)(C)C)([Rh+]1)c1c(O[C@H](CC)c3ccccc3)cccc1O2)c1ccccc1,CC(C)(C)P12->[C@@H](Oc3cccc(-c4c5ccccc5cc5ccccc45)c31)[C@H]1<-P(C(C)(C)C)([Rh+]2)c2c(cccc2-c2c3ccccc3cc3ccccc23)O1,C[C@@H](Oc1cccc2c1P1(C(C)(C)C)->[C@@H](O2)[C@H]2<-P(C(C)(C)C)([Rh+]1)c1c(O[C@H](C)c3ccccc3)cccc1O2)c1ccccc1,CC(C)(C)P12->[C@@H](Oc3cccc(O[C@@H]4CCc5ccccc54)c31)[C@H]1<-P(C(C)(C)C)([Rh+]2)c2c(O[C@@H]3CCc4ccccc43)cccc2O1,CC[C@@H](Oc1cccc2c1P1(C(C)(C)C)->[C@@H](O2)[C@H]2<-P(C(C)(C)C)([Rh+]1)c1c(O[C@@H](CC)c3ccccc3)cccc1O2)c1ccccc1,0,-5.474842548370361,-0.1190183162689209,46
COc1ccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3ccc(OC)cc3)<-P23O[C@@H]2CCCc4ccc(-c5ccccc5)n(->c42)[Ir+]3)cc1,COc1ccc(-c2c(C(C)(C)C)cc(-c3<-n4c5c(c(C)c3)CC[C@H]5OP(C(C)(C)C)(->C(C)(C)C)[Ir+]4)cc2C(C)(C)C)cc1,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2c2scc(-c3ccccc3)<-n2[Ir+]1,COc1cccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3cccc(OC)c3)<-P23OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]3)c1,COc1ccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3ccc(OC)cc3)<-P23O[C@H]2CCCc4ccc(-c5ccccc5)n(->c42)[Ir+]3)cc1,COc1ccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3ccc(OC)cc3)<-P23OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]3)cc1,0,-3.692345142364502,-0.043956488370895386,84
C[C@@H]1OC(c2ccccc2)=N2->C1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CN2c2ccccc2)[Ir+]1,Cc1ccccc1N1C[C@H](C(C)(C)C)N2->C1c1ccccc1P(C1CCCCC1)(->C1CCCCC1)[Ir+]=2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CN2Cc2ccccc2)[Ir+]1,C[C@@H]1OC(c2ccccc2)=N2->C1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,4,-2.1331276893615723,-0.03333012014627457,64
Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@H](C)c1cccc(C)<-n1[Ir+]3,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(C1CCCCC1)(->C1CCCCC1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CN2c2ccccc2)[Ir+]1,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,CC1(C)Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,0,-5.714104175567627,-0.07721762359142303,74
C[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1=C2[C@H](C=C1)[Fe][C@H]1C=CC=C1P(c1ccccc1)(->c1ccccc1)[Rh+]P2(c1ccccc1)->c1ccccc1,CC(C)(C)P12->[C@H](c3ccc4ccccc4c3-c3c(ccc4ccccc34)C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccc4ccccc4c3-c3c1ccc1ccccc31)[Rh+]2,C[C@@H]1C2=C([C@H]([Fe]C3C=CC=C3)C=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C1CCCCC1)->C1CCCCC1,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCO2)OCO4)cc1,C[C@@H]1C2=C([C@@H]([Fe]C3C=CC=C3)C=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C(C)(C)C)->C(C)(C)C,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,0,-0.011930874548852444,-0.00011362737859599292,105
C[C@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CCN(CC)p1([Rh+]p2(N(CC)CC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,C[C@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,4,-3.4438962936401367,-0.03869546577334404,89
CC(C)(C)P12->[C@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,CC(C)(C)P12->[C@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,CCN(CC)p12->oc3c(P(c4ccccc4)c4ccccc4)cc4ccccc4c3c3c(o1)c(cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,c1ccc(P(c2ccccc2)c2cc3ccccc3c3c2op2(N4CCCCC4)->oc4c(cc5ccccc5c43)P(c3ccccc3)(->c3ccccc3)[Rh+]2)cc1,CCN(CC)p1([Rh+]p2(N(CC)CC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,C[C@H]1C2=C[C@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)c2cnnn21,1,-1.14878249168396,-0.024973532184958458,46
CC(C)(C)C1=N2->[C@@H](CO1)c1ccccc1P(c1ccccc1)(->c1ccccc1)[Ir+]2,CC1(C)Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@H](C(C)(C)OC(=O)c3ccccc3)CO2)[Ir+]1,0,-5.1084394454956055,-0.10216879099607468,50
CCN(CC)P1([Rh+]P2(N(CC)CC)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)->Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,c1ccc2c3c(ccc2c1)CP([Rh+]P1(N2CCC2)->Cc2ccc4ccccc4c2-c2c(ccc4ccccc24)C1)(N1CCC1)->Cc1ccc2ccccc2c1-3,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,0,-5.776805400848389,-0.07221006602048874,80
Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->[C@@H](Cc5ccccc5)CO3)[Ir+]2)CC4)c1,Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->CCO3)[Ir+]2)CC4)c1,Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->[C@@H](Cc5ccccc5)CO3)[Ir+]2)CC4)c1,C[C@@H](C1=C([P@]2(C)->CP(C(C)(C)C)(->C(C)(C)C)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C([PH]2(=O)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->cCO3)[Ir+]2)CC4)c1,2,-3.7715811729431152,-0.045440737158060074,83
CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)OCP(c1ccccc1)(->c1ccccc1)[Rh+]3,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)OCCP(c1ccccc1)(->c1ccccc1)[Rh+]3,C[C@@H]1Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Rh+]P1(c1ccccc1)->c1ccccc1,C[C@@H]1Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,1,-0.3154796361923218,-0.005735993385314941,55
c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,C[C@@H]1C2=C(C=CC2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C1CCCCC1)->C1CCCCC1,COc1cccc2c1-c1c(OC)cccc1P(c1ccccc1)(->c1ccccc1)[Rh+]P2(c1ccccc1)->c1ccccc1,C[C@@H]1[C@H]2OC(C)(C)O[C@@H]2[C@@H](C)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(c1ccccc1)->c1ccccc1,C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C1CCCCC1)->C1CCCCC1,C[C@@H]1C2=C([C@H]([Fe]C3C=CC=C3)C=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C1CCCCC1)->C1CCCCC1,0,-4.797346591949463,-0.07380533218383789,65
c1ccc(P2(->c3ccccc3)[Ni+2]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCO2)OCO4)cc1,c1ccc(P2([Rh+]P3(c4ccccc4)->Cc4ccc5ccccc5c4-c4c(ccc5ccccc45)C3)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)cc1,COC[C@@H]1Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]P(c2ccccc2)(->c2ccccc2)[C@@H]1c1ccccc1,CC(C)P1([Rh+]P2(C(C)C)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)->Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Ni+2]2,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Ni+2]P1(C1CCCCC1)->C1CCCCC1,0,-8.297950744628906,-0.12026015669107437,69
C[C@@H]1Op2(->oc3c(C(C)(C)C)cc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc(C(C)(C)C)c3o2)[Ir+]N2->[C@@H](c3ccccc3)COC=21,CC1(C)OC2C3[C@@H](COp4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S3->c3ccccc3)O[C@@H]2O1,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@@H](C)c1cccc(C)<-n1[Ir+]3,Cc1ccccc1P1(->c2ccccc2C)OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,0,-11.005860328674316,-0.12650413811206818,87
CC1(C)OC2C3Op4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S(->c4ccccc4)C[C@H]3O[C@@H]2O1,CC1(C)OC2C3[C@@H](COp4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S3->c3ccccc3)O[C@@H]2O1,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@@H](C)c1cccc(C)<-n1[Ir+]3,Cc1ccccc1P1(->c2ccccc2C)OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,0,-3.8631856441497803,-0.04024151712656021,96
CC1(C)CP(c2ccccc2)(->c2ccccc2)[Ir+]N2->[C@@H](Cc3ccccc3)COC=21,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(->c2ccccc2C)OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,C[C@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,CC1(C)Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,0,-6.5686845779418945,-0.1368476003408432,48
C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)->c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)->c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1=C2[C@H](C=C1)[Fe][C@H]1C=CC=C1P(c1ccccc1)(->c1ccccc1)[Rh+]P2(c1ccccc1)->c1ccccc1,C[C@@H](C1=C2[C@H](C=C1)[Fe][C@H]1C=CC=C1P(c1ccccc1)(->c1ccccc1)[Rh+]P2(c1ccccc1)->c1ccccc1)N(C)C(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2c2ccccc2P(C2CCCCC2)(->C2CCCCC2)[Rh+]P1(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)->c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C(C)(C)C)->C(C)(C)C,1,-0.5705387592315674,-0.005004725884646177,114
C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)N1c1ccccc1,C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccc(F)cc2)(->c2ccc(F)cc2)N1C,C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)N1Cc1ccccc1,C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)N1C,C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2cccc(F)c2)(->c2cccc(F)c2)N1C,C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)N1c1ccccc1,5,-3.8105616569519043,-0.047043971717357635,81
COc1cccc2c1-c1c(OC)cccc1P(c1ccccc1)(->c1ccccc1)[Rh+]P2(c1ccccc1)->c1ccccc1,CC(C)(C)P12->[C@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3cccc4c3-c3c(cccc32)OCCCO4)cc1,CC(C)(C)<-P1(C)[Rh+]P(C)(->C(C)(C)C)c2nc3ccccc3nc21,C[C@H]1CC[C@H](C)<-P12[Rh+]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,0,-5.67728328704834,-0.09788419306278229,58
c1ccc2c(c1)ccc1op([Rh+]p3(N4CCCCC4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)(N3CCCCC3)->oc3ccc4ccccc4c3c12,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,c1ccc2c(c1)ccc1op([Rh+]p3(N4CCCCC4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)(N3CCCCC3)->oc3ccc4ccccc4c3c12,c1ccc2c(c1)ccc1op([Rh+]p3(N4CCOCC4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)(N3CCOCC3)->oc3ccc4ccccc4c3c12,CCN(CC)p1([Rh+]p2(N(CC)CC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,c1ccc2c(c1)ccc1op([Rh+]p3(N4CCCCCC4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)(N3CCCCCC3)->oc3ccc4ccccc4c3c12,2,-2.4540860652923584,-0.031064379960298538,79
Cc1ccc(P2(->c3cccc(C)c3)[Ru+2]P(c3ccc(C)cc3)(c3ccc(C)cc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,CC1(C)O[C@H]2CP(c3ccccc3)(->c3ccccc3)[Ru+2]P(c3ccccc3)(->c3ccccc3)C[C@@H]2O1,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,COc1cc2c(c(OC)n1)-c1c(cc(OC)nc1OC)P(c1ccccc1)(->c1ccccc1)[Ru+]P2(c1ccccc1)->c1ccccc1,CC1(C)O[C@H]2CP(c3ccccc3)(->c3ccccc3)[Rh+]P(c3ccccc3)(->c3ccccc3)C[C@@H]2O1,0,-37.641822814941406,-0.495287150144577,76
