target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
COCCCOc1cc(C[C@@H](C(=O)O)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)O)C(C)C)ccc1OC,COCCCOc1cc(C[C@H](C(=O)O)C(C)C)ccc1OC,COCCCOc1cc(C=C([C@@H](C(=O)O)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)O)C(C)(C)C)ccc1OC,COCCCOc1cc(C[CC@@H](C(=O)O)C(C)C)ccc1OC,1,-0.017698243260383606,-0.0005530701018869877,32
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,NC(C)=O)c1ccccc1.CC(=O)N[C@@H](C)c1ccccc1,NC(C)=O)c1ccccc1.CC(=O)N[C@H](C)c1ccccc1,COc1ccccc1.CC(=O)N[C@H](C)c1ccccc1,1,-0.16628891229629517,-0.007918519899249077,21
CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[CC@@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C]@@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[CH](NC(C)=O)c1ccc(Cl)cc1,1,-0.010024677030742168,-0.0003233766765333712,31
CC(=O)N[C@H]1CCCC[C@H]1Cc1ccccc1,CC(=O)N[C@H]1CCCC[C@H]1Cc1ccccc1,CC(=O)N[C@@H]1CCCC[C@@H]1Cc1ccccc1,CC(=O)N[C@H]1CCCC[C@@H]1Cc1ccccc1,CC(=O)N[CC@H]1CCCC[C@H]1Cc1ccccc1,CC(=O)N[C@H]1CCCC[C@H]1Cc2ccccc1,1,-0.04383420571684837,-0.0015115243149921298,29
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=Cc1ccccc1)NC(C)=O,1,-0.22965478897094727,-0.008832876570522785,26
CC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C@H](C)c1ccc(Cl)cc1,CC(=O)N[CC@@H](C)c1ccc(Cl)cc1,CC[C@@H](NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C(@@H](C)c1ccc(Cl)cc1,1,-0.11967156827449799,-0.0049863154999911785,24
CC(C)=CCC[C@@H](C)CCO,CC(C)=CCC[C@@H](C)CCO,CC(C)=CCC[C@H](C)CCO,CC(C)CCC[C@@H](C)CCO,CC(C)CCCC[C@@H](C)CCO,CC(C)CCC[C@H](C)CCO,1,-0.03794712573289871,-0.0021081736776977777,18
O=C1C[C@H](c2ccccc2)CN1,O=C1C[C@H](c2ccccc2)CN1,O=C1C[C@@H](c2ccccc2)CN1,O=C1C[CO=C1C[C@H](c2ccccc2)CN1,O=C1C[C[C@H](c2ccccc2)CN1,O=C1C[CO[C@H](c2ccccc2)CN1,1,-0.26012343168258667,-0.012386830523610115,21
Fc1ccc([C@@H]2Cc3ccccc3O2)cc1,Fc1ccc([C@@H]2Cc3ccccc3O2)cc1,Fc1ccc([C@H]2Cc3ccccc3O2)cc1,Fc1ccc([CC@@H]2Cc3ccccc3O2)cc1,Fc1ccc([C[C@@H]2Cc3ccccc3O2)cc1,Fc1ccc([C@@H]2CCOc3ccccc3O2)cc1,1,-0.0376773402094841,-0.0015070936642587185,25
CCOC(=O)C[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C@@H]1CCCCC1C(=O)OC,CCOC(=O)C[C@H]1CCCC/C1C(=O)OC,CCOC(=O)C[C]O[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C]O[C@@H]1CCCCC1C(=O)OC,1,-0.0885263979434967,-0.0034048615489155054,26
COC(=O)[C@@H](CCCCC1OCCO1)NC=O,COC(=O)[C@@H](CCCCC1OCCO1)NC=O,COC(=O)[C@H](CCCCC1OCCO1)NC=O,COC(=O)[CC@@H](CCCCC1OCCO1)NC=O,COC(=O)[C@@H](CCCCCCOCCO1)NC=O,COC(=O)[CC@H](CCCCC1OCCO1)NC=O,1,-0.012371287681162357,-0.0005378820933401585,23
C[C@H](C(=O)O)c1ccccc1,C[C@H](C(=O)O)c1ccccc1,C[C@@H](C(=O)O)c1ccccc1,C[C/C(=O)O)c1ccccc1.CC(=O)C[C@@H](C)C(=O)O,C[C/C(=O)O)c1ccccc1.CC(=O)N[C@@H](C)C(=O)O,C[C\C(=O)O)c1ccccc1.CC(=O)C[C@@H](C)C(=O)O,1,-0.043521180748939514,-0.0020724372006952763,21
CC(=O)N[C@H]1CCc2ccccc2C1,CC(=O)N[C@H]1CCc2ccccc2C1,CC(=O)N[C@@H]1CCc2ccccc2C1,CC(=O)N[C[C@H]1CCc2ccccc2C1,CC(=O)N[CC@H]1CCc2ccccc2C1,CC(=O)N[C]]1CCc2ccccc2C1,1,-0.05082165077328682,-0.0022096370812505484,23
OC[C@H]1COc2ccccc2O1,OC[C@H]1COc2ccccc2O1,OC[C@@H]1COc2ccccc2O1,OC[C]O[C@H]1COc2ccccc2O1,OC[C=O[C@H]1COc2ccccc2O1,OC[CC@H]1COc2ccccc2O1,1,-0.007272913120687008,-0.0004040507192257792,18
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[C]@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,1,-0.07689794152975082,-0.003343388671055436,23
O=C1C[C@H](Cc2ccc(F)cc2)CCN1,O=C1C[C@H](Cc2ccc(F)cc2)CCN1,O=C1C[C@@H](Cc2ccc(F)cc2)CCN1,O=C1C[CC@H](Cc2ccc(F)cc2)CCN1,O=C1C[C=C(Cc2ccc(F)cc2)CCN1,O=C1C[C@H](Cc2ccc(F)cc2)CCCN1,1,-0.14021214842796326,-0.005392774939537048,26
CCC[C@@H](C[N+](=O)[O-])NC(C)=O,CCC[C@@H](C[N+](=O)[O-])NC(C)=O,CCC[C@H](C[N+](=O)[O-])NC(C)=O,CC/C[C@@H](C[N+](=O)[O-])NC(C)=O,CC1[C@@H](C[N+](=O)[O-])NC(C)=O,CCC[C@@H](C[N+](=O)[O-])NC(C)=O)C1,1,-0.05620551109313965,-0.0021617503371089697,26
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,CC[C@@H](C)c1ccc(OC)cc1,1,-0.10411985963582993,-0.004732721019536257,22
CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,2,-2.604703664779663,-0.13708966970443726,19
C[C@@H](CO)Cc1ccccc1,C[C@@H](CO)Cc1ccccc1,C[C@H](CO)Cc1ccccc1,C[C[C@@H](CO)Cc1ccccc1,C[CC@@H](CO)Cc1ccccc1,C[C[C@H](CO)Cc1ccccc1,1,-0.08654305338859558,-0.0050907679833471775,17
CCCC[C@@H](OC(=O)c1ccccc1)P(=O)(OC)OC,CCCC[C@@H](OC(=O)c1ccccc1)P(=O)(OC)OC,CCCC[C@H](OC(=O)c1ccccc1)P(=O)(OC)OC,CCCC[C[C@@H](OC(=O)c1ccccc1)P(=O)(OC)OC,CCCC[C]@@H](OC(=O)c1ccccc1)P(=O)(OC)OC,CCCC[CC@@H](OC(=O)c1ccccc1)P(=O)(OC)OC,1,-0.0887581929564476,-0.0030606272630393505,29
COC(=O)[C@H](Cc1ccc(Br)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Br)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Br)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1Br)NC(C)=O,COC(=O)[C@H](Cc1ccC(Br)cc1)NC(C)=O,COC(=O)[CC@H](Cc1ccc(Br)cc1)NC(C)=O,1,-0.015108630992472172,-0.0005209872615523636,29
CC[C@@H](NC(C)=O)C(=O)OC,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,CC[CC@@H](NC(C)=O)C(=O)OC,CC[C]@@H](NC(C)=O)C(=O)OC,CC[C@@]](NC(C)=O)C(=O)OC,1,-0.025779202580451965,-0.0012275810586288571,21
CC(=O)N[C@@H](C)C1=CC=CCC=C1,CC(=O)N[C@@H](C)C1=CC=CCC=C1,CC(=O)N[C@H](C)C1=CC=CCC=C1,CC(=O)N[C@@H](C)/C1=CC=CCC=C1,CC(=O)N[C[C@@H](C)C1=CC=CCC=C1,CC(=O)N[CC@@H](C)C1=CC=CCC=C1,1,-0.15022844076156616,-0.006009137723594904,25
Brc1ccc2c(c1)CCC[C@H]2c1ccccc1,Brc1ccc2c(c1)CCC[C@@H]2c1ccccc1,Brc1ccc2c(c1)CCC[C@H]2c1ccccc1,Brc1ccc2c(c1)CCC[C@@H]2Cc1ccccc1,Brc1ccc2c(c1)CCC[C@H]2Cc1ccccc1,BSc1ccc2c(c1)CCC[C@@H]2c1ccccc1,2,-1.3964065313339233,-0.051718760281801224,27
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,CC(=O)N[C@@H](C)C(=O)OC,1,-0.08684840053319931,-0.0043424200266599655,20
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[C[C@H](C)c1ccc(OC)cc1,1,-0.21114377677440643,-0.011112830601632595,19
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,C[C/C(=C\c1ccccc1)c1ccccc1,1,-0.03393665701150894,-0.0015425753081217408,22
CCOC(=O)C[C@@H](Sc1ccccc1)c1ccccc1OC,CCOC(=O)C[C@@H](Sc1ccccc1)c1ccccc1OC,CCOC(=O)C[C@H](Sc1ccccc1)c1ccccc1OC,CCOC(=O)C[CC@@H](Sc1ccccc1)c1ccccc1OC,CCOC(=O)C[C@@H](Sc1ccccc1)c1ccccc1Cl,CCOC(=O)C[C]@@H](Sc1ccccc1)c1ccccc1OC,1,-0.0862405002117157,-0.0029738103039562702,29
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C/C=C/c1ccccc1)NC(C)=O,COC(/=O)[C@H](Cc1ccccc1)NC(C)=O,1,-0.13417930901050568,-0.005160742439329624,26
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC(=O)N[C@H](C)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,1,-0.33776870369911194,-0.016888435930013657,20
O=C1N[C@H](c2ccccc2)CO1,O=C1N[C@H](c2ccccc2)CO1,O=C1N[C@@H](c2ccccc2)CO1,O=C1N[C[C@H](c2ccccc2)CO1,O=C1N[C[C@@H](c2ccccc2)CO1,O=C1N[CC@H](c2ccccc2)CO1,1,-0.38951602578163147,-0.018548382446169853,21
CC(=O)N[C@@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[C@@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[C@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[C[C@@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[C[C@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[CC@@H](C[N+](=O)[O-])c1ccccc1,1,-0.2665223181247711,-0.008884076960384846,30
COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,COC(=O)[C[C@@H](C)NC(C)=O,COC(=O)[CC@@H](C)NC(C)=O,COC(=O)[C/C=C(\C)NC(C)=O,2,-1.2318565845489502,-0.06159282848238945,20
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,CC[C@@H](C)c1ccc(OC)cc1,C[CC@H](Cc1ccccc1)c1ccccc1,CO[C@H](Cc1ccccc1)c1ccccc1,1,-0.06971492618322372,-0.0031688602175563574,22
COC(=O)[C@@H](CCCN1C(=O)c2ccccc2C1=O)NC(C)=O,COC(=O)[C@@H](CCCN1C(=O)c2ccccc2C1=O)NC(C)=O,COC(=O)[C@H](CCCN1C(=O)c2ccccc2C1=O)NC(C)=O,COC(=O)[C@@H](CCCCCN1C(=O)c2ccccc2C1=O)NC(C)=O,COC(=O)[C@@H](CCNC1C(=O)c2ccccc2C1=O)NC(C)=O,COC(=O)[C@@H](CC(=O)c2ccccc2C1=O)NC(C)=O,1,-0.09227832406759262,-0.002494008745998144,37
CC[C@@H](CC(=O)OC)NC(C)=O,CC[C@@H](CC(=O)OC)NC(C)=O,CC[C@H](CC(=O)OC)NC(C)=O,CC[C[C@@H](CC(=O)OC)NC(C)=O,CC[CC@@H](CC(=O)OC)NC(C)=O,CC[C/C(=O)CC(=O)OC)NC(C)=O,1,-0.1068352609872818,-0.005087393335998058,21
O=C(N[C@H]1CCc2ccccc2C1)c1ccccc1,O=C(N[C@H]1CCc2ccccc2C1)c1ccccc1,O=C(N[C@@H]1CCc2ccccc2C1)c1ccccc1,O=C(N[C[C@H]1CCc2ccccc2C1)c1ccccc1,O=C(N[C[C@@H]1CCc2ccccc2C1)c1ccccc1,O=C(N[CC@H]1CCc2ccccc2C1)c1ccccc1,1,-0.31547868251800537,-0.010878575034439564,29
CC(=O)N[C@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C@@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(c2ccccc2)CCC1,CC(=O)N[CC@@H]1C=C(c2ccccc2)CCC1,CC(=O)N[CC@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C/C=C(\c2ccccc2)CCC1,2,-0.7074449062347412,-0.02526588924229145,28
CC(=O)N[C@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[C@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[C@@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[CC@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[COB@H](C[N+](=O)[O-])c1ccccc1,CC(=O)N[C]@H](C[N+](=O)[O-])c1ccccc1,1,-0.08809822052717209,-0.0029366074595600367,30
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C]](C)c1ccccc1,2,-0.8273574709892273,-0.03597206249833107,23
CC(=O)N[C@H]1CCc2ccccc2C1,CC(=O)N[C@H]1CCc2ccccc2C1,CC(=O)N[C@@H]1CCc2ccccc2C1,CC(=O)N[C[C@H]1CCc2ccccc2C1,CC(=O)N[CO[C@H]1CCc2ccccc2C1,CC(=O)N[C[C@@H]1CCc2ccccc2C1,1,-0.39033225178718567,-0.01697096787393093,23
COC(=O)[C@H](Cc1cccnc1)NC(C)=O,COC(=O)[C@H](Cc1cccnc1)NC(C)=O,COC(=O)[C@@H](Cc1cccnc1)NC(C)=O,COC(=O)[C@H](Cc1ccCNc1)NC(C)=O,COC(=O)[CC@H](Cc1cccnc1)NC(C)=O,COC(=O)[C@H](Cc1ccCnc1)NC(C)=O,1,-0.0031344625167548656,-0.00012055625120410696,26
C[C@H](CO)Cc1ccccc1,C[C@H](CO)Cc1ccccc1,C[C@@H](CO)Cc1ccccc1,CC(CO)[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC(CO)[C@@H](C)c1ccccc1,1,-0.1085577979683876,-0.006385752931237221,17
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C=C(c1ccccc1)[C@H](C)c1ccccc1,C[C/C(=C\c1ccccc1)c1ccccc1,1,-0.053033921867609024,-0.0024106327909976244,22
CCCC[C@@H](C)c1ccccc1,CCCC[C@@H](C)c1ccccc1,CCCC[C@H](C)c1ccccc1,CCCC[CC@@H](C)c1ccccc1,CCCC[C[C@@H](C)c1ccccc1,CCCC[CO[C@@H](C)c1ccccc1,1,-0.08739844709634781,-0.005141085013747215,17
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C[C@H](C)c1ccccc1,CC(=O)N[C@H](C)/c1ccccc1,CC(=O)N[CC@H](C)c1ccccc1,1,-0.02641705423593521,-0.0012579549802467227,21
CCOC(=O)[C@@H]1c2ccccc2CN[C@@H]1C,CCOC(=O)[C@@H]1c2ccccc2CN[C@@H]1C,CCOC(=O)[C@H]1c2ccccc2CN[C@H]1C,CCOC(=O)[C@@H]1c2ccccc2CN[C@H]1C,CCOC(=O)[C@H]1c2ccccc2CN[C@@H]1C,CCOC(=O)[CC@@H]1c2ccccc2CN[C@@H]1C,1,-0.13198745250701904,-0.004713837523013353,28
CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@@H](NC(C)=O)c1ccccc1,CCC[CC@H](NC(C)=O)c1ccccc1,CCC[C[C@H](NC(C)=O)c1ccccc1,CCC[COBH](NC(C)=O)c1ccccc1,1,-0.07349205017089844,-0.0033405476715415716,22
C[C@@H](Nc1ccccc1)c1ccccc1,C[C@@H](Nc1ccccc1)c1ccccc1,C[C@H](Nc1ccccc1)c1ccccc1,C[C[C@@H](Nc1ccccc1)c1ccccc1,C[C[C@H](Nc1ccccc1)c1ccccc1,C[CC@@H](Nc1ccccc1)c1ccccc1,1,-0.5102245211601257,-0.023192023858428,22
C[C@H](C(=O)O)c1ccccc1,C[C@H](C(=O)O)c1ccccc1,C[C@@H](C(=O)O)c1ccccc1,C[CC@H](C(=O)O)c1ccccc1,C[C\C(=O)O[C@H](C)c1ccccc1,C[C/C(=O)O[C@H](C)c1ccccc1,1,-0.02977854199707508,-0.0014180258149281144,21
CCOC(=O)[C@@H](F)[C@H](C(=O)OCC)c1ccc(C(F)(F)F)cc1,CCOC(=O)[C@@H](F)[C@H](C(=O)OCC)c1ccc(C(F)(F)F)cc1,CCOC(=O)[C@H](F)[C@H](C(=O)OCC)c1ccc(C(F)(F)F)cc1,CCOC(=O)[C@@H](F)[C@@H](C(=O)OCC)c1ccc(C(F)(F)F)cc1,CCOC(=O)[C@H](F)[C@@H](C(=O)OCC)c1ccc(C(F)(F)F)cc1,CCOC(=O)[C@@H](F)[C@H](C(=O)OCC)c1ccc(C(S)(F)F)cc1,1,-0.003385017393156886,-8.059565152507275e-05,42
C[C@@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@@H](CC(=O)OCc1ccc(Cl)cc1)C(=O)O,C[CC@@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,CO[C@@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,1,-0.011751237325370312,-0.0004052150761708617,29
COC(=O)[C@H]1COc2ccccc2O1,COC(=O)[C@H]1COc2ccccc2O1,COC(=O)[C@@H]1COc2ccccc2O1,COC(=O)[C[C@H]1COc2ccccc2O1,COC(=O)[CC@H]1COc2ccccc2O1,COC(=O)[CH]1COc2ccccc2O1,1,-0.005702774040400982,-0.0002592169912531972,22
CCN1CCc2ccccc2[C@H]1Cc1ccccc1,CCN1CCc2ccccc2[C@H]1Cc1ccccc1,CCN1CCc2ccccc2[C@@H]1Cc1ccccc1,CCN1CCc2ccccc2[C@H]1CSc1ccccc1,1N1CCc2ccccc2[C@H]1Cc1ccccc1,CN1CCc2ccccc2[C@H]1Cc1ccccc1,1,-0.06420505046844482,-0.002568202093243599,25
COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,COC(=O)C[CC@@H](C)C(=O)OC,1,-0.45788997411727905,-0.02081318013370037,22
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[CO)C[C@@H](C)C(=O)OC,COC(=O)C[CC@@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,1,-0.1677100509405136,-0.007623184006661177,22
COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,COC(=O)[CO[C@H](C)NC(C)=O,COC(=O)[C[C@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,1,-0.1578691601753235,-0.007893458008766174,20
CC[C@H](C)C(=O)O,CC[C@H](C)C(=O)O,CC[C@@H](C)C(=O)O,CC[CC@H](C)C(=O)O,CC[C[C@H](C)C(=O)O,CC[C=C@H](C)C(=O)O,1,-0.0503690205514431,-0.0031480637844651937,16
O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@@H](Cc1ccccc1)c1ccccc1,O=C(O)[CC@H](Cc1ccccc1)c1ccccc1,O=C(O)[CH](Cc1ccccc1)c1ccccc1,O=C(O)[Cc1ccccc1)c1ccccc1,1,-0.06297082453966141,-0.0024219548795372248,26
COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,COC(=O)[C[C@@H](C)NC(C)=O,2,-1.210097074508667,-0.06050485372543335,20
C[C@@H](CC(=O)O)C(=O)O,C[C@H](CC(=O)O)C(=O)O,C[C@@H](CC(=O)O)C(=O)O,C[C[C@H](CC(=O)O)C(=O)O,C[COBC@H](CC(=O)O)C(=O)O,C[CC@H](CC(=O)O)C(=O)O,2,-1.6067003011703491,-0.07650953531265259,21
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[COc1ccc([C@@H](C)c2ccccc2)cc1,CC[C[C@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,1,-0.2505307197570801,-0.013185827061533928,19
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,C[C/C(=C\c1ccccc1)c1ccccc1,1,-0.09213703125715256,-0.004188046790659428,22
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[CC@@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[C]@@H](C)C(=O)OC,1,-0.026241807267069817,-0.0011928094318136573,22
CC(C)C[C@H](C)c1ccccc1,CC(C)C[C@H](C)c1ccccc1,CC(C)C[C@@H](C)c1ccccc1,CC(C)C[CC@H](C)c1ccccc1,CC(C)CC[C@H](C)c1ccccc1,CC(C)C[C]@H](C)c1ccccc1,1,-0.04059227183461189,-0.0020296135917305946,20
COC(=O)C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[C@H](NC(C)=O)c1ccccc1,COC(=O)C[C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[C/C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[CC@@H](NC(C)=O)c1ccccc1,1,-0.21945081651210785,-0.008127807639539242,27
COc1cccc([C@@H](C)NC(C)=O)c1,COc1cccc([C@@H](C)NC(C)=O)c1,COc1cccc([C@H](C)NC(C)=O)c1,CC(=O)N[C@H](C)c1cccc(OC)c1,COc1cccc([C@@H](C)NC(C)=O)cc1,COC1=CCC=CC([C@@H](C)NC(C)=O)c1,1,-0.02661612629890442,-0.0011572228977456689,23
CC(C)(C)OC(=O)N1CCC[C@H](Cc2ccc(Cl)c(Cl)c2)C1=O,CC(C)(C)OC(=O)N1CCC[C@H](Cc2ccc(Cl)c(Cl)c2)C1=O,CC(C)(C)OC(=O)N1CCC[C@@H](Cc2ccc(Cl)c(Cl)c2)C1=O,CC(C)(C)OC(=O)N1CCC[C@H](Cc2ccc(Cl)c(Cl)c2)[C@H](C)C1=O,CC(C)(C)OC(=O)N1CCC[C@H](Cc2ccc(Cl)c(Cl)c2)[C@H](O)C1=O,CC(C)(C)OC(=O)N1CCC[C@H](Cc2ccc(Cl)c(Cl)c2)1=O,1,-0.03864184021949768,-0.0009424838935956359,41
COC(=O)[C@H](Cc1ccc[nH]1)NC(C)=O,COC(=O)[C@H](Cc1ccc[nH]1)NC(C)=O,COC(=O)[C@@H](Cc1ccc[nH]1)NC(C)=O,COC(=O)[C@H](Cc1ccc[NH]1)NC(C)=O,COC(=O)[C@H](Cc1ccc[FH]1)NC(C)=O,COC(=O)[C@H](Cc1ccc[iH]1)NC(C)=O,1,-0.005164044443517923,-0.00017807049152906984,29
CC(=O)N[C@H]1CCCC[C@H]1C,CC(=O)N[C@H]1CCCC[C@H]1C,CC(=O)N[C@@H]1CCCC[C@@H]1C,CC(=O)N[C@H]1CCCC[C@@H]1C,CC(=O)N[C@@H]1CCCC[C@H]1C,CC(=O)N[C[C@H]1CCCC[C@H]1C,1,-0.23156510293483734,-0.010068047791719437,23
CCOC(=O)C[C@@H](C)CCc1ccccc1,CCOC(=O)C[C@H](C)CCc1ccccc1,CCOC(=O)C[C@@H](C)CCc1ccccc1,CCOC(=O)C[C]C)CCc1ccccc1,CCOC(=O)C[COCCc1ccccc1,CCOC(=O)C[C\C)CCc1ccccc1,2,-1.368877649307251,-0.057036567479372025,24
c1coc([C@H]2CCc3ccccc3O2)c1,c1coc([C@H]2CCc3ccccc3O2)c1,c1coc([C@@H]2CCc3ccccc3O2)c1,c1coc([C@H]2CCc3ccccc3O2)n1,c1ccc([C@H]2CCc3ccccc3O2)cc1,c1coc([C@H]2CCc4ccccc3O2)c1,1,-0.05804159864783287,-0.0024184000212699175,24
